Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area
R0607189,TWNHM,533,,PROMENADE,DR,,SUPERIOR,Multi Sty Townh,Good ++,2018,2148.0,0,0.0,0.0,Attached,440,914.0,3686693,2018-11-16,567300,593172.874988504,407
R0607190,TWNHM,535,,PROMENADE,DR,,SUPERIOR,Multi Sty Townh,Good ++,2018,2318.0,0,0.0,0.0,Attached,682,1148.0,3692378,2018-12-18,685000,714561.604075171,407
R0607342,TWNHM,536,,PROMENADE,DR,,SUPERIOR,Multi Sty Townh,Good ++,2018,2318.0,0,0.0,0.0,Attached,682,1353.0,3691747,2018-12-17,756500,789147.23136185,407
R0020616,TWNHM,1701,,QUIVER,CT,,LAFAYETTE,Multi Sty Townh,Avg,1973,912.0,456,300.0,156.0,Carport,200,2029.0,3750474,2019-11-20,236000,239909.676959517,407
R0020616,TWNHM,1701,,QUIVER,CT,,LAFAYETTE,Multi Sty Townh,Avg +,2009,912.0,456,456.0,0.0,Carport,200,2029.0,3775601,2020-03-31,322000,324275.438913876,407
R0020616,TWNHM,1701,,QUIVER,CT,,LAFAYETTE,Multi Sty Townh,Avg +,2009,912.0,456,456.0,0.0,Carport,200,2029.0,3749819,2019-11-15,225000,228727.446253776,407
R0020618,TWNHM,1705,,QUIVER,CT,,LAFAYETTE,Multi Sty Townh,Avg,1973,912.0,456,300.0,156.0,Carport,200,2034.0,3532318,2016-07-22,200000,237966.21739691,407
R0021461,TWNHM,1707,,QUIVER,CT,,LAFAYETTE,Multi Sty Townh,Avg,1980,912.0,456,0.0,456.0,None,0,2047.0,3581447,2017-03-01,225000,251754.86830955,407
R0602058,TWNHM,602,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1615.0,3749992,2019-11-15,409500,416283.952181873,407
R0602056,TWNHM,610,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1375.0,3643242,2018-03-01,391000,416581.917454471,407
R0602056,TWNHM,610,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1375.0,3744222,2019-10-17,400000,407582.143559952,407
R0602066,TWNHM,614,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1362.0,0,0.0,0.0,Attached,400,2120.0,3464369,2015-07-31,287800,390166.642497318,407
R0602065,TWNHM,618,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1536.0,3465007,2015-08-04,274400,367273.62864007,407
R0602052,TWNHM,619,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1378.0,0,0.0,0.0,Attached,400,1665.0,3462146,2015-07-13,301200,408332.844753969,407
R0602052,TWNHM,619,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2016,1378.0,0,0.0,0.0,Attached,400,1665.0,3697187,2019-02-05,413750,429584.222194486,407
R0602064,TWNHM,622,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1378.0,0,0.0,0.0,Attached,400,1617.0,3464505,2015-07-30,296900,402503.391791014,407
R0602064,TWNHM,622,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1362.0,0,0.0,0.0,Attached,400,1617.0,3608470,2017-08-04,390000,427559.693596538,407
R0602051,TWNHM,623,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2015,1340.0,0,0.0,0.0,Attached,400,1375.0,3460324,2015-07-13,278900,378101.030550737,407
R0602063,TWNHM,626,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1367.0,3464480,2015-07-29,281900,382168.09075745,407
R0602063,TWNHM,626,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good +,2014,1340.0,0,0.0,0.0,Attached,400,1367.0,3524350,2016-06-06,355000,425866.305874804,407
R0602062,TWNHM,630,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1367.0,3460903,2015-07-17,278300,377287.618509394,407
R0602062,TWNHM,630,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1367.0,3632518,2017-12-18,390600,421282.890664227,407
R0602061,TWNHM,634,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,0,0.0,0.0,Attached,400,1000.0,3558502,2016-11-10,314000,361556.768903891,407
R0602054,TWNHM,650,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1378.0,0,0.0,0.0,Attached,400,1639.0,3665586,2018-07-11,411000,433798.35445894,407
R0506688,TWNHM,663,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2012,1356.0,0,0.0,0.0,Attached,400,1364.0,3476184,2015-09-28,292000,385864.462137957,407
R0602045,TWNHM,677,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2014,1340.0,100,0.0,100.0,Attached,400,1375.0,3544648,2016-09-16,364500,426642.00608537,407
R0506682,TWNHM,691,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2011,1298.0,0,0.0,0.0,Attached,400,1457.0,3510624,2016-04-01,340000,414613.153650705,407
R0506681,TWNHM,695,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2011,1356.0,0,0.0,0.0,Attached,400,1015.0,3491633,2015-12-15,259815,330411.403222767,407
R0506678,TWNHM,709,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2011,1356.0,0,0.0,0.0,Attached,400,1000.0,3679844,2018-10-03,342500,358961.994890391,407
R0506677,TWNHM,713,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good +,2011,1356.0,0,0.0,0.0,Attached,400,1479.0,3521314,2016-05-31,360000,435418.667059085,407
R0506677,TWNHM,713,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good +,2011,1356.0,0,0.0,0.0,Attached,400,1479.0,3777630,2020-04-14,411500,413436.32250875,407
R0602040,TWNHM,723,,RAWLINS,WAY,,LAFAYETTE,Multi Sty Townh,Good,2013,1362.0,0,0.0,0.0,Attached,400,1375.0,3683018,2018-10-24,394900,413880.559948075,407
R0507844,TWNHM,155,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good ++,2005,1245.0,572,572.0,0.0,Attached,410,1706.0,3479950,2015-10-16,345000,450108.60714926,407
R0507844,TWNHM,155,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good ++,2005,1245.0,572,572.0,0.0,Attached,410,1706.0,3785952,2020-05-04,460000,461081.0,407
R0507843,TWNHM,163,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good ++,2005,1577.0,400,0.0,400.0,Attached,400,1741.0,3553954,2016-10-27,412000,478303.633815706,407
R0507840,TWNHM,187,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good +,2005,1245.0,572,0.0,572.0,Attached,410,1443.0,3621362,2017-10-23,395000,429520.564846422,407
R0507840,TWNHM,187,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good +,2005,1245.0,572,0.0,572.0,Attached,410,1443.0,3675141,2018-09-04,423620,445024.319574058,407
R0507855,TWNHM,222,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good,2005,1180.0,518,0.0,518.0,Attached,400,1695.0,3576985,2017-02-20,400000,449394.747948331,407
R0507838,TWNHM,223,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good ++,2005,1245.0,572,0.0,572.0,Attached,410,1728.0,3754816,2019-12-02,390000,395531.408031006,407
R0507856,TWNHM,246,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good,2005,1262.0,568,400.0,168.0,Attached,400,1855.0,3544778,2016-09-16,400000,468194.245361174,407
R0507835,TWNHM,247,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good ++,2005,1577.0,400,0.0,400.0,Attached,400,1478.0,3731432,2019-08-19,412500,422296.906460417,407
R0507833,TWNHM,263,,RENDEZVOUS,DR,,LAFAYETTE,Multi Sty Townh,Good ++,2005,1665.0,753,0.0,753.0,Attached,440,2928.0,3604021,2017-07-17,460000,506363.768876769,407
R0507853,TWNHM,238,,RENDEZVOUS,LN,,LAFAYETTE,Multi Sty Townh,Good,2005,1664.0,753,678.0,75.0,Attached,440,2535.0,3628633,2017-11-30,494000,534984.468042498,407
R0114639,TWNHM,500,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,2000,1076.0,1050,900.0,150.0,Attached,388,2280.0,3491861,2015-12-18,400000,508687.186225224,407
R0114640,TWNHM,504,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,400.0,79.0,Attached,400,1268.0,3684891,2018-11-06,420000,439154.957685831,407
R0114625,TWNHM,522,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1998,1071.0,479,479.0,0.0,Attached,400,1215.0,3503786,2016-02-26,390000,483446.029274463,407
R0114628,TWNHM,528,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,2009,1076.0,1050,1050.0,0.0,Attached,388,2304.0,3759886,2020-01-07,495000,500843.650691,407
R0114622,TWNHM,533,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1999,1071.0,479,431.0,48.0,Attached,400,1208.0,3480239,2015-10-15,336000,438366.643484496,407
R0114613,TWNHM,544,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,0.0,479.0,Attached,400,1273.0,3691734,2018-12-27,403000,420391.717434006,407
R0114612,TWNHM,546,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,0.0,479.0,Attached,400,1269.0,3532094,2016-07-19,342000,406922.231748716,407
R0114609,TWNHM,553,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,0.0,479.0,Attached,400,1226.0,3504528,2016-03-02,364540,448197.019330176,407
R0114603,TWNHM,561,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1996,1076.0,1050,950.0,100.0,Attached,388,2268.0,3725759,2019-07-22,375000,384808.45835509,407
R0114601,TWNHM,572,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good +,1998,1071.0,479,479.0,0.0,Attached,400,1201.0,3488156,2015-11-09,351000,452117.82649873,407
R0114598,TWNHM,581,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1996,1076.0,1050,0.0,1050.0,Attached,388,2345.0,3556308,2016-11-10,382258,440152.7623174,407
R0114597,TWNHM,583,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,479.0,0.0,Attached,400,1246.0,3777517,2020-04-08,460000,462164.54035,407
R0114596,TWNHM,585,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,0.0,479.0,Attached,400,1267.0,3550402,2016-10-13,381000,442314.768164524,407
R0114596,TWNHM,585,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,2002,1071.0,479,0.0,479.0,Attached,400,1267.0,3649969,2018-04-06,430000,457059.476739694,407
R0114575,TWNHM,594,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1995,1071.0,479,429.0,50.0,Attached,400,1252.0,3797255,2020-07-09,457000,457000.0,407
R0114587,TWNHM,603,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1995,1071.0,479,0.0,479.0,Attached,400,1220.0,3774025,2020-03-24,443700,446835.441758033,407
R0114534,TWNHM,623,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1999,1083.0,460,460.0,0.0,Attached,400,1247.0,3507955,2016-03-23,402500,494868.327976068,407
R0114532,TWNHM,624,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1993,1078.0,1039,950.0,89.0,Attached,388,2309.0,3663367,2018-06-27,457500,484012.492994654,407
R0114542,TWNHM,630,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1993,1078.0,1039,1039.0,0.0,Attached,388,2311.0,3797870,2020-07-13,459700,459700.0,407
R0114547,TWNHM,643,,RIDGE VIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1997,1071.0,479,479.0,0.0,Attached,400,1268.0,3567434,2016-12-03,404570,462041.418221815,407
R0114553,TWNHM,651,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1995,1065.0,1050,1050.0,0.0,Attached,388,2324.0,3579601,2017-03-08,453000,506866.468196561,407
R0114559,TWNHM,661,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1997,1076.0,1050,1050.0,0.0,Attached,388,2341.0,3523035,2016-06-08,449500,539230.71687528,407
R0114572,TWNHM,690,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1995,1076.0,1050,548.0,502.0,Attached,388,2351.0,3726530,2019-07-23,451550,463360.691653976,407
R0114570,TWNHM,694,,RIDGE VIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1995,1076.0,1050,1050.0,0.0,Attached,388,2291.0,3726036,2019-07-23,477500,489989.436972148,407
R0114638,TWNHM,509,,RIDGEVIEW,DR,,LOUISVILLE,1 Sty Townh,Good +,2003,1076.0,1050,1050.0,0.0,Attached,388,2326.0,3511172,2016-04-04,400000,487780.180765535,407
R0114631,TWNHM,513,,RIDGEVIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,1996,1071.0,479,0.0,479.0,Attached,400,1225.0,3717026,2019-06-07,415000,426855.452443662,407
R0114630,TWNHM,515,,RIDGEVIEW,DR,,LOUISVILLE,Multi Sty Townh,Good,2001,1071.0,479,479.0,0.0,Attached,400,1265.0,3576158,2017-02-17,390000,438159.879249623,407
R0114554,TWNHM,650,,RIDGEVIEW,DR,,LOUISVILLE,1 Sty Townh,Good,1995,1098.0,1072,0.0,1072.0,Attached,388,2310.0,3620744,2017-10-17,402200,437349.800458813,407
R0144055,TWNHM,2855,,ROCK CREEK,CIR,104,SUPERIOR,1 Sty Townh,Good,2003,1307.0,1288,1159.0,129.0,Attached,380,2527.0,3798456,2020-07-14,525000,525000.0,407
R0144213,TWNHM,2855,,ROCK CREEK,CIR,107,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1058.0,3596827,2017-06-05,375000,414484.888607181,407
R0144058,TWNHM,2855,,ROCK CREEK,CIR,112,SUPERIOR,Multi Sty Townh,Good,1999,1896.0,783,584.0,199.0,Attached,406,1680.0,3648973,2018-04-04,440000,467688.766896431,407
R0144059,TWNHM,2855,,ROCK CREEK,CIR,113,SUPERIOR,1 Sty Townh,Good +,1999,1307.0,1288,1159.0,129.0,Attached,380,2351.0,3677661,2018-09-21,419000,440170.884050636,407
R0144064,TWNHM,2855,,ROCK CREEK,CIR,118,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,2383.0,3536251,2016-08-10,395000,466146.89045049,407
R0144064,TWNHM,2855,,ROCK CREEK,CIR,118,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,2383.0,3723918,2019-07-10,460000,472031.708915578,407
R0144066,TWNHM,2855,,ROCK CREEK,CIR,120,SUPERIOR,Multi Sty Townh,Good,1999,1896.0,852,852.0,0.0,Attached,406,1529.0,3647660,2018-03-26,452500,482105.671734395,407
R0144216,TWNHM,2855,,ROCK CREEK,CIR,122,SUPERIOR,Multi Sty Townh,Good,2004,1438.0,220,220.0,0.0,Attached,480,1066.0,3629789,2017-12-06,392000,422792.865182737,407
R0144219,TWNHM,2855,,ROCK CREEK,CIR,125,SUPERIOR,Multi Sty Townh,Good,2000,1468.0,262,0.0,262.0,Attached,440,904.0,3715955,2019-05-27,400000,412393.795428342,407
R0144069,TWNHM,2855,,ROCK CREEK,CIR,130,SUPERIOR,Multi Sty Townh,Good,1999,1811.0,852,852.0,0.0,Attached,406,1694.0,3767419,2020-02-14,447500,451721.351156544,407
R0144070,TWNHM,2855,,ROCK CREEK,CIR,131,SUPERIOR,Multi Sty Townh,Good +,2002,1896.0,852,852.0,0.0,Attached,406,1666.0,3472011,2015-09-03,400000,528581.454983502,407
R0144070,TWNHM,2855,,ROCK CREEK,CIR,131,SUPERIOR,Multi Sty Townh,Good +,2002,1896.0,852,852.0,0.0,Attached,406,1666.0,3710162,2019-04-29,492500,508953.096293606,407
R0144072,TWNHM,2855,,ROCK CREEK,CIR,133,SUPERIOR,Multi Sty Townh,Good,1999,1811.0,852,0.0,852.0,Attached,406,1662.0,3755130,2019-12-13,445000,451311.478394353,407
R0144224,TWNHM,2855,,ROCK CREEK,CIR,136,SUPERIOR,Multi Sty Townh,Good,2004,1468.0,262,0.0,262.0,Attached,440,891.0,3463611,2015-07-24,322000,436531.128853845,407
R0144228,TWNHM,2855,,ROCK CREEK,CIR,140,SUPERIOR,Multi Sty Townh,Good,2000,1477.0,260,0.0,260.0,Attached,440,946.0,3470645,2015-08-21,318500,426299.747528653,407
R0144228,TWNHM,2855,,ROCK CREEK,CIR,140,SUPERIOR,Multi Sty Townh,Good,2000,1477.0,260,0.0,260.0,Attached,440,946.0,3597165,2017-06-09,385000,425537.818970039,407
R0144075,TWNHM,2855,,ROCK CREEK,CIR,142,SUPERIOR,Multi Sty Townh,Good,2001,1811.0,861,759.0,102.0,Attached,406,1622.0,3706260,2019-04-04,469000,484668.024693809,407
R0144232,TWNHM,2855,,ROCK CREEK,CIR,148,SUPERIOR,Multi Sty Townh,Good,2000,1468.0,262,0.0,262.0,Attached,440,930.0,3473745,2015-08-28,314650,421146.673657427,407
R0144232,TWNHM,2855,,ROCK CREEK,CIR,148,SUPERIOR,Multi Sty Townh,Good,2000,1468.0,262,0.0,262.0,Attached,440,930.0,3788507,2020-06-01,412000,412000.0,407
R0144078,TWNHM,2855,,ROCK CREEK,CIR,152,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,2659.0,3465091,2015-07-27,344000,466356.237036406,407
R0144078,TWNHM,2855,,ROCK CREEK,CIR,152,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,2659.0,3679949,2018-10-05,487000,510407.274486484,407
R0144083,TWNHM,2855,,ROCK CREEK,CIR,157,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,2539.0,3511877,2016-04-06,370000,451196.66720812,407
R0144241,TWNHM,2855,,ROCK CREEK,CIR,163,SUPERIOR,Multi Sty Townh,Good,2002,1428.0,220,80.0,140.0,Attached,480,824.0,3566046,2016-12-16,345300,394351.785134817,407
R0144246,TWNHM,2855,,ROCK CREEK,CIR,172,SUPERIOR,Multi Sty Townh,Good,1999,1811.0,852,639.0,213.0,Attached,406,2340.0,3781788,2020-05-01,460000,461081.0,407
R0144247,TWNHM,2855,,ROCK CREEK,CIR,173,SUPERIOR,1 Sty Townh,Good,2003,1307.0,1508,1508.0,0.0,Attached,380,2995.0,3664765,2018-07-03,490000,517180.519914551,407
R0144088,TWNHM,2855,,ROCK CREEK,CIR,174,SUPERIOR,1 Sty Townh,Good +,1999,1398.0,1241,1241.0,0.0,Attached,380,3285.0,3718598,2019-06-12,517500,532283.60636047,407
R0144091,TWNHM,2855,,ROCK CREEK,CIR,177,SUPERIOR,Multi Sty Townh,Good,2007,1811.0,852,852.0,0.0,Attached,406,2285.0,3801059,2020-07-24,500900,500900.0,407
R0144092,TWNHM,2855,,ROCK CREEK,CIR,178,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,3161.0,3722312,2019-06-28,509400,523952.210782654,407
R0144093,TWNHM,2855,,ROCK CREEK,CIR,179,SUPERIOR,1 Sty Townh,Good,1999,1398.0,1241,1241.0,0.0,Attached,380,2607.0,3506439,2016-03-11,400000,491794.611653235,407
R0144097,TWNHM,2855,,ROCK CREEK,CIR,183,SUPERIOR,Multi Sty Townh,Good,2000,1505.0,0,0.0,0.0,Attached,400,1223.0,3628167,2017-10-19,384200,417776.711427836,407
R0144107,TWNHM,2855,,ROCK CREEK,CIR,193,SUPERIOR,1 Sty Townh,Good,2007,1398.0,1241,1069.0,172.0,Attached,380,3308.0,3655871,2018-05-14,475000,503707.569656318,407
R0144117,TWNHM,2855,,ROCK CREEK,CIR,200,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1804.0,3671909,2018-08-16,382000,402244.4370166,407
R0144116,TWNHM,2855,,ROCK CREEK,CIR,201,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1852.0,3671695,2018-08-15,391000,411721.400192384,407
R0144115,TWNHM,2855,,ROCK CREEK,CIR,202,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1791.0,3576030,2017-02-17,375000,421307.57620156,407
R0144113,TWNHM,2855,,ROCK CREEK,CIR,204,SUPERIOR,Multi Sty Townh,Good,1999,1505.0,0,0.0,0.0,Attached,400,1552.0,3521617,2016-06-01,315000,377881.370001587,407
R0144126,TWNHM,2855,,ROCK CREEK,CIR,209,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1291.0,3538098,2016-07-13,367000,436668.00892333,407
R0144125,TWNHM,2855,,ROCK CREEK,CIR,210,SUPERIOR,Multi Sty Townh,Good,2000,1509.0,0,0.0,0.0,Attached,400,1140.0,3773200,2020-03-17,385000,387720.633483982,407
R0144124,TWNHM,2855,,ROCK CREEK,CIR,211,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1111.0,3457466,2015-07-01,300000,406706.020671284,407
R0144124,TWNHM,2855,,ROCK CREEK,CIR,211,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1111.0,3702386,2019-02-19,400000,415308.009372313,407
R0144127,TWNHM,2855,,ROCK CREEK,CIR,213,SUPERIOR,Multi Sty Townh,Good,2003,1537.0,0,0.0,0.0,Attached,400,1286.0,3639011,2018-01-31,374500,402272.887591117,407
R0144136,TWNHM,2855,,ROCK CREEK,CIR,218,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1301.0,3747587,2019-11-05,406000,412725.969684592,407
R0144134,TWNHM,2855,,ROCK CREEK,CIR,220,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1082.0,3458621,2015-07-08,338000,458222.11662298,407
R0144026,TWNHM,2855,,ROCK CREEK,CIR,233,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1206.0,3506090,2016-03-15,354000,435238.231313113,407
R0144026,TWNHM,2855,,ROCK CREEK,CIR,233,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1206.0,3740716,2019-10-01,400000,407582.143559952,407
R0144145,TWNHM,2855,,ROCK CREEK,CIR,236,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1096.0,3702970,2019-03-18,386000,399832.622381685,407
R0144029,TWNHM,2855,,ROCK CREEK,CIR,242,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1107.0,3663964,2018-06-20,395000,417890.56772216,407
R0144031,TWNHM,2855,,ROCK CREEK,CIR,244,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1180.0,3771615,2020-03-12,375000,377649.967679203,407
R0144150,TWNHM,2855,,ROCK CREEK,CIR,246,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1113.0,3757226,2019-12-23,385000,390460.492543429,407
R0144032,TWNHM,2855,,ROCK CREEK,CIR,251,SUPERIOR,Multi Sty Townh,Good,1999,1505.0,0,0.0,0.0,Attached,400,1149.0,3465096,2015-08-03,312500,418268.983054016,407
R0144033,TWNHM,2855,,ROCK CREEK,CIR,252,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1102.0,3641350,2018-02-16,390000,417215.953001983,407
R0144034,TWNHM,2855,,ROCK CREEK,CIR,253,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1089.0,3667130,2018-07-19,405000,427465.531766108,407
R0144157,TWNHM,2855,,ROCK CREEK,CIR,258,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1089.0,3727569,2019-07-31,394500,404818.498189555,407
R0144160,TWNHM,2855,,ROCK CREEK,CIR,261,SUPERIOR,Multi Sty Townh,Good,1999,1505.0,0,0.0,0.0,Attached,400,1216.0,3635895,2018-01-09,377000,404958.287374769,407
R0144037,TWNHM,2855,,ROCK CREEK,CIR,262,SUPERIOR,Multi Sty Townh,Good,1999,1505.0,0,0.0,0.0,Attached,400,1204.0,3595444,2017-06-01,393600,435043.339082097,407
R0144040,TWNHM,2855,,ROCK CREEK,CIR,265,SUPERIOR,Multi Sty Townh,Good,2004,1509.0,0,0.0,0.0,Attached,400,1094.0,3517400,2016-05-09,365000,441466.148546017,407
R0144165,TWNHM,2855,,ROCK CREEK,CIR,268,SUPERIOR,Multi Sty Townh,Good,1999,1492.0,0,0.0,0.0,Attached,400,1254.0,3616336,2017-09-06,368420,402256.162844827,407
R0144164,TWNHM,2855,,ROCK CREEK,CIR,269,SUPERIOR,Multi Sty Townh,Good,2000,1492.0,0,0.0,0.0,Attached,400,1219.0,3727265,2019-07-30,399000,409436.199689816,407
R0144163,TWNHM,2855,,ROCK CREEK,CIR,270,SUPERIOR,Multi Sty Townh,Good,1999,1509.0,0,0.0,0.0,Attached,400,1157.0,3582221,2017-03-22,349000,390499.773511258,407
R0144162,TWNHM,2855,,ROCK CREEK,CIR,271,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1169.0,3744083,2019-10-18,385000,392297.813176454,407
R0144050,TWNHM,2855,,ROCK CREEK,CIR,281,SUPERIOR,Multi Sty Townh,Good +,2004,1509.0,0,0.0,0.0,Attached,400,1127.0,3500820,2016-02-01,353000,437580.636753552,407
R0144051,TWNHM,2855,,ROCK CREEK,CIR,282,SUPERIOR,Multi Sty Townh,Good,1999,1537.0,0,0.0,0.0,Attached,400,1222.0,3658776,2018-05-18,385000,408268.240668805,407
R0144167,TWNHM,2855,,ROCK CREEK,CIR,283,SUPERIOR,1 Sty Townh,Good,2010,1307.0,1288,0.0,1288.0,Attached,380,3127.0,3756715,2019-12-20,418000,423928.534761438,407
R0144169,TWNHM,2855,,ROCK CREEK,CIR,285,SUPERIOR,Multi Sty Townh,Good +,2010,1896.0,853,853.0,0.0,Attached,406,2134.0,3492291,2015-12-22,417600,531069.422419134,407
R0144172,TWNHM,2855,,ROCK CREEK,CIR,288,SUPERIOR,1 Sty Townh,Good +,2010,1307.0,1288,1200.0,88.0,Attached,380,3211.0,3662587,2018-06-21,500000,528975.402179949,407
