Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area
R0144204,TWNHM,2855,,ROCK CREEK,CIR,295,SUPERIOR,Multi Sty Townh,Good,1999,1838.0,861,861.0,0.0,Attached,406,2122.0,3491997,2015-12-18,375000,476894.237086148,407
R0144202,TWNHM,2855,,ROCK CREEK,CIR,297,SUPERIOR,Multi Sty Townh,Good,1999,1811.0,852,0.0,852.0,Attached,406,2096.0,3768080,2020-02-24,450000,454244.934123899,407
R0144173,TWNHM,2855,,ROCK CREEK,CIR,299,SUPERIOR,1 Sty Townh,Good,1999,1307.0,1288,0.0,1288.0,Attached,380,3260.0,3522026,2016-06-03,383000,459455.760986056,407
R0144174,TWNHM,2855,,ROCK CREEK,CIR,300,SUPERIOR,Multi Sty Townh,Good,2003,1811.0,852,0.0,852.0,Attached,406,2158.0,3588421,2017-04-21,405000,451312.893223905,407
R0144178,TWNHM,2855,,ROCK CREEK,CIR,304,SUPERIOR,1 Sty Townh,Good,1999,1307.0,1288,1175.0,113.0,Attached,380,2652.0,3605365,2017-07-24,400000,440316.320762408,407
R0144198,TWNHM,2855,,ROCK CREEK,CIR,307,SUPERIOR,Multi Sty Townh,Good,1999,1896.0,852,852.0,0.0,Attached,406,2096.0,3482158,2015-10-26,373000,486639.160772968,407
R0144197,TWNHM,2855,,ROCK CREEK,CIR,308,SUPERIOR,Multi Sty Townh,Good,1999,1896.0,852,213.0,639.0,Attached,406,2128.0,3579950,2017-03-07,413637,462822.7931687,407
R0144197,TWNHM,2855,,ROCK CREEK,CIR,308,SUPERIOR,Multi Sty Townh,Good,1999,1896.0,852,213.0,639.0,Attached,406,2128.0,3666212,2018-07-11,459250,484724.803613791,407
R0144179,TWNHM,2855,,ROCK CREEK,CIR,311,SUPERIOR,Multi Sty Townh,Good,2003,1438.0,220,220.0,0.0,Attached,480,1576.0,3470406,2015-08-28,332500,445038.197969473,407
R0144179,TWNHM,2855,,ROCK CREEK,CIR,311,SUPERIOR,Multi Sty Townh,Good,2003,1438.0,220,220.0,0.0,Attached,480,1576.0,3678579,2018-09-25,363800,382181.784290266,407
R0144179,TWNHM,2855,,ROCK CREEK,CIR,311,SUPERIOR,Multi Sty Townh,Good,2003,1438.0,220,220.0,0.0,Attached,480,1576.0,3726629,2019-07-26,402000,412514.667356657,407
R0144180,TWNHM,2855,,ROCK CREEK,CIR,312,SUPERIOR,Multi Sty Townh,Good,2000,1468.0,262,0.0,262.0,Attached,440,1311.0,3543805,2016-08-30,374900,442426.504379465,407
R0144181,TWNHM,2855,,ROCK CREEK,CIR,313,SUPERIOR,Multi Sty Townh,Good,2000,1468.0,262,0.0,262.0,Attached,440,1166.0,3542566,2016-08-31,372900,440066.266959463,407
R0144182,TWNHM,2855,,ROCK CREEK,CIR,314,SUPERIOR,Multi Sty Townh,Good,2000,1428.0,220,220.0,0.0,Attached,480,1065.0,3675864,2018-09-10,322500,338795.012186945,407
R0144186,TWNHM,2855,,ROCK CREEK,CIR,318,SUPERIOR,Multi Sty Townh,Good,2000,1468.0,262,0.0,262.0,Attached,440,1083.0,3654351,2018-05-07,392000,415691.299590057,407
R0122423,TWNHM,1585,,ROCKVIEW,CIR,,SUPERIOR,Multi Sty Townh,Good ++,2009,1899.0,752,752.0,0.0,Attached,429,1269.0,3595163,2017-05-31,599500,665333.304040132,407
R0122416,TWNHM,1655,,ROCKVIEW,CIR,,SUPERIOR,Multi Sty Townh,Good,1997,1292.0,624,0.0,624.0,Attached,420,1097.0,3723194,2019-07-08,525000,538731.841697127,407
R0122394,TWNHM,1740,,ROCKVIEW,CIR,,SUPERIOR,Multi Sty Townh,Good,1997,1580.0,0,0.0,0.0,Attached,374,1273.0,3493631,2015-11-30,358500,461778.463817079,407
R0122405,TWNHM,1775,,ROCKVIEW,CIR,,SUPERIOR,Multi Sty Townh,Good +,2002,1292.0,624,624.0,0.0,Attached,420,1108.0,3567221,2016-12-30,495000,565317.502582491,407
R0122424,TWNHM,201,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,2005,1292.0,624,0.0,624.0,Attached,420,1129.0,3640153,2018-02-02,500800,535748.075034342,407
R0122426,TWNHM,221,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good +,1998,1292.0,552,552.0,0.0,Attached,420,1116.0,3509658,2016-03-31,415000,510236.909590232,407
R0122392,TWNHM,226,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,1997,1580.0,0,0.0,0.0,Attached,374,1204.0,3502912,2016-02-23,378500,469190.569436883,407
R0122391,TWNHM,236,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,1997,1580.0,0,0.0,0.0,Attached,374,1205.0,3701192,2019-03-07,422000,437122.711515728,407
R0122387,TWNHM,276,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,2005,1580.0,0,0.0,0.0,Attached,374,1152.0,3575996,2017-02-17,417500,469055.76817107,407
R0122387,TWNHM,276,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,2005,1580.0,0,0.0,0.0,Attached,374,1152.0,3799103,2020-07-17,455000,455000.0,407
R0122385,TWNHM,296,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,1997,1580.0,0,0.0,0.0,Attached,374,1150.0,3514677,2016-04-22,376500,459123.09514556,407
R0122385,TWNHM,296,,ROCKVIEW,DR,,SUPERIOR,Multi Sty Townh,Good,1997,1580.0,0,0.0,0.0,Attached,374,1150.0,3726428,2019-07-25,438000,449456.279358745,407
R0121139,TWNHM,103,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,1996,1082.0,496,0.0,496.0,Attached,400,1483.0,3667879,2018-07-26,399500,421660.44429768,407
R0121134,TWNHM,113,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,1996,1082.0,496,446.0,50.0,Attached,400,1582.0,3585238,2017-04-06,393500,438497.835761991,407
R0124405,TWNHM,115,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,2001,1648.0,400,300.0,100.0,Attached,400,2291.0,3617857,2017-09-29,444000,484777.526472785,407
R0124406,TWNHM,117,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,1997,1256.0,520,200.0,320.0,Attached,400,1453.0,3467499,2015-08-13,341500,457084.344681428,407
R0124408,TWNHM,121,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,1997,1012.0,496,452.0,44.0,Attached,400,1398.0,3631196,2017-12-14,387500,417939.375658955,407
R0124414,TWNHM,133,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,1997,1082.0,496,0.0,496.0,Attached,400,1414.0,3797465,2020-07-06,375682,375682.0,407
R0124411,TWNHM,139,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,2001,1648.0,400,400.0,0.0,Attached,400,2308.0,3643015,2018-03-01,467500,498087.075217303,407
R0124417,TWNHM,141,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,1997,1256.0,520,520.0,0.0,Attached,400,1516.0,3623579,2017-11-01,386000,418024.300940089,407
R0126833,TWNHM,145,,ROWENA,PL,,LAFAYETTE,Multi Sty Townh,Good,2001,1588.0,400,0.0,400.0,Attached,400,1432.0,3688189,2018-11-27,422000,441246.171770049,407
R0602868,TWNHM,1652,,SARATOGA,DR,,LAFAYETTE,Multi Sty Townh,Good,2014,1608.0,661,0.0,661.0,Attached,420,2520.0,3644264,2018-03-07,432000,460264.420307753,407
R0602883,TWNHM,1660,,SARATOGA,DR,,LAFAYETTE,Multi Sty Townh,Good,2014,1833.0,0,0.0,0.0,Attached,380,2520.0,3743124,2019-10-09,495000,504382.90265544,407
R0600592,TWNHM,1680,,SARATOGA,DR,,LAFAYETTE,Multi Sty Townh,Good,2012,1340.0,670,0.0,670.0,Attached,420,3134.0,3540440,2016-08-29,390000,460246.296900484,407
R0600592,TWNHM,1680,,SARATOGA,DR,,LAFAYETTE,Multi Sty Townh,Good,2012,1340.0,670,0.0,670.0,Attached,420,3134.0,3575174,2017-02-10,402000,451641.721688073,407
R0020760,TWNHM,744,W,SIMPSON,DR,,LAFAYETTE,1 Sty Townh,Avg,1976,594.0,594,594.0,0.0,Carport,342,1564.0,3546987,2016-09-23,210000,245801.978814616,407
R0020763,TWNHM,750,W,SIMPSON,DR,,LAFAYETTE,1 Sty Townh,Avg,1982,665.0,627,627.0,0.0,Carport,361,1754.0,3623429,2017-10-31,230000,250100.582062474,407
R0020765,TWNHM,754,W,SIMPSON,DR,,LAFAYETTE,1 Sty Townh,Avg +,1976,594.0,617,555.0,62.0,Carport,342,1437.0,3696632,2019-01-31,245000,254973.939706532,407
R0020767,TWNHM,758,,SIMPSON,DR,,LAFAYETTE,1 Sty Townh,Avg,1983,665.0,627,564.0,63.0,Carport,361,1762.0,3651176,2018-04-18,280000,297620.124388638,407
R0605096,TWNHM,309,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1262.0,631,366.0,265.0,Attached,357,1401.0,3514995,2016-04-28,400000,487780.180765535,407
R0605097,TWNHM,311,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1262.0,631,366.0,265.0,Attached,357,1295.0,3515007,2016-04-28,420000,512169.189803812,407
R0605098,TWNHM,313,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1262.0,631,366.0,265.0,Attached,357,1295.0,3515014,2016-04-28,420000,512169.189803812,407
R0605099,TWNHM,315,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1299.0,631,366.0,265.0,Attached,357,1295.0,3515768,2016-04-28,427500,521315.068193165,407
R0605100,TWNHM,317,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1262.0,631,366.0,265.0,Attached,357,1295.0,3514917,2016-04-28,439990,536546.004337569,407
R0605101,TWNHM,319,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good +,2015,1262.0,631,559.0,72.0,Attached,357,1403.0,3524265,2016-06-13,481250,577318.759724646,407
R0605101,TWNHM,319,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good +,2015,1262.0,631,559.0,72.0,Attached,357,1403.0,3514997,2016-04-28,435000,530460.946582519,407
R0605089,TWNHM,321,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1281.0,549,549.0,0.0,Attached,366,967.0,3514923,2016-04-28,403000,491438.532121276,407
R0605090,TWNHM,323,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1281.0,549,0.0,549.0,Attached,366,895.0,3514927,2016-04-28,395000,481682.928505966,407
R0605092,TWNHM,325,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1281.0,549,549.0,0.0,Attached,366,895.0,3515016,2016-04-27,395000,481682.928505966,407
R0605093,TWNHM,327,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1281.0,549,549.0,0.0,Attached,366,895.0,3514928,2016-04-28,399990,487767.986261016,407
R0605093,TWNHM,327,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1281.0,549,549.0,0.0,Attached,366,895.0,3533738,2016-07-28,459900,547203.316904195,407
R0605094,TWNHM,329,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1281.0,549,549.0,0.0,Attached,366,970.0,3514931,2016-04-28,419990,512156.995299293,407
R0605095,TWNHM,331,E,SIMPSON,ST,,LAFAYETTE,Multi Sty Townh,Good,2015,1290.0,549,549.0,0.0,Attached,366,970.0,3515777,2016-04-27,399990,487767.986261016,407
R0082286,TWNHM,801,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1994,1024.0,512,300.0,212.0,Attached,288,3313.0,3636553,2018-01-17,280000,300764.775769059,407
R0082266,TWNHM,812,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1985,1600.0,0,0.0,0.0,Attached,308,2709.0,3677361,2018-09-20,282500,296773.925404068,407
R0082275,TWNHM,903,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1991,992.0,0,0.0,0.0,Attached,240,3255.0,3673732,2018-08-28,265000,279043.915731411,407
R0082276,TWNHM,905,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1980,992.0,0,0.0,0.0,Attached,240,3085.0,3486172,2015-11-06,200000,257616.995155971,407
R0082277,TWNHM,907,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1980,992.0,0,0.0,0.0,Attached,240,11392.0,3496331,2016-01-15,240000,301334.141336139,407
R0082272,TWNHM,908,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1981,576.0,576,576.0,0.0,None,0,2013.0,3749030,2019-11-05,260000,264307.271226586,407
R0073464,TWNHM,985,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg ++,2005,576.0,576,576.0,0.0,None,0,3450.0,3747410,2019-11-05,299700,304664.95841003,407
R0073488,TWNHM,1095,,SIR GALAHAD,DR,,LAFAYETTE,Multi Sty Townh,Avg,1977,1152.0,576,432.0,144.0,Carport,304,3225.0,3683437,2018-10-23,312000,326996.03622132,407
R0126838,TWNHM,2037,,SOUTH FORK,DR,,LAFAYETTE,1 Sty Townh,Good,2000,1262.0,636,636.0,0.0,Attached,400,2339.0,3481264,2015-10-16,359500,469026.215275823,407
R0601465,TWNHM,1904,,STEEL,ST,,LOUISVILLE,1 Sty Townh,Good ++,2014,1335.0,1354,1273.0,81.0,Attached,440,2839.0,3682520,2018-10-22,585000,613117.567914975,407
R0601468,TWNHM,1940,,STEEL,ST,,LOUISVILLE,Multi Sty Townh,Good ++,2014,1943.0,411,72.0,339.0,Attached,534,1452.0,3578966,2017-02-17,515000,578595.737983476,407
R0607135,TWNHM,2301,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1480.0,0,0.0,0.0,Attached,403,722.0,3682058,2018-10-10,462600,484834.507551227,407
R0607127,TWNHM,2310,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,880.0,3646527,2018-03-12,480900,512363.795662034,407
R0607136,TWNHM,2311,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1480.0,0,0.0,0.0,Attached,403,720.0,3678492,2018-09-26,437600,459710.689404674,407
R0607126,TWNHM,2320,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,882.0,3647489,2018-03-12,463100,493399.196862316,407
R0607137,TWNHM,2321,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,863.0,3678551,2018-09-20,510900,536714.330934296,407
R0607125,TWNHM,2330,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,877.0,3646587,2018-03-12,475100,506184.319648643,407
R0607138,TWNHM,2331,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1956.0,0,0.0,0.0,Attached,440,984.0,3678792,2018-09-20,503400,528835.377162506,407
R0607124,TWNHM,2340,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1956.0,0,0.0,0.0,Attached,440,1017.0,3646825,2018-03-12,465300,495743.136039809,407
R0607139,TWNHM,2341,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1956.0,0,0.0,0.0,Attached,440,981.0,3680668,2018-10-08,519100,544050.135905408,407
R0607123,TWNHM,2350,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1956.0,0,0.0,0.0,Attached,440,1021.0,3646749,2018-03-12,517800,551678.048229988,407
R0607140,TWNHM,2351,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,862.0,3680674,2018-10-08,477200,500136.245143634,407
R0607122,TWNHM,2360,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,880.0,3646490,2018-03-12,462400,492653.398033114,407
R0607141,TWNHM,2361,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,858.0,3681346,2018-10-10,503900,528119.559781805,407
R0607121,TWNHM,2370,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1480.0,0,0.0,0.0,Attached,403,718.0,3648322,2018-03-12,438300,466976.609770575,407
R0607142,TWNHM,2371,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,869.0,3681698,2018-10-10,481300,504433.308440133,407
R0607142,TWNHM,2371,,STONECROP,WAY,,SUPERIOR,Multi Sty Townh,Good ++,2017,1783.0,0,0.0,0.0,Attached,410,869.0,3713931,2019-05-16,585000,603125.92581395,407
R0507866,TWNHM,2544,,STONEWALL,LN,,LAFAYETTE,Multi Sty Townh,Good +,2009,1180.0,518,0.0,518.0,Attached,400,1643.0,3650971,2018-04-16,417000,443241.399535936,407
R0507862,TWNHM,2576,,STONEWALL,LN,,LAFAYETTE,Multi Sty Townh,Good +,2006,1319.0,594,0.0,594.0,Attached,400,1609.0,3481809,2015-10-21,361000,470983.20921995,407
R0507859,TWNHM,2600,,STONEWALL,LN,,LAFAYETTE,Multi Sty Townh,Good +,2006,1180.0,518,0.0,518.0,Attached,400,1764.0,3579698,2017-03-10,390000,436375.105069887,407
R0071774,TWNHM,4948,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1985,1976.0,620,620.0,0.0,Attached,462,3491.0,3634646,2018-01-05,450000,483371.961057417,407
R0077769,TWNHM,4949,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1985,2160.0,780,780.0,0.0,Attached,484,4996.0,3650442,2018-04-09,560500,595771.713285113,407
R0077752,TWNHM,4950,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1998,2004.0,1074,0.0,1074.0,Attached,484,3886.0,3665427,2018-05-09,514140,545213.073395999,407
R0077768,TWNHM,4951,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1979,2160.0,780,390.0,390.0,Attached,484,4437.0,3543656,2016-09-13,475000,555980.666366394,407
R0077768,TWNHM,4951,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1990,2160.0,780,390.0,390.0,Attached,484,4437.0,3641612,2018-02-15,545000,583032.5497079,407
R0077753,TWNHM,4952,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1996,1615.0,1586,1269.0,317.0,Attached,462,4679.0,3645726,2018-03-15,510000,543367.718418876,407
R0077754,TWNHM,4954,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1985,1171.0,651,651.0,0.0,Attached,439,4654.0,3579641,2017-03-10,430000,481131.526102696,407
R0077765,TWNHM,4957,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good +,2000,1285.0,1269,0.0,1269.0,Attached,462,5114.0,3523133,2016-06-08,500000,599811.698415217,407
R0077764,TWNHM,4959,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1990,1988.0,544,436.0,108.0,Attached,440,3763.0,3749071,2019-11-14,567500,576901.447773414,407
R0077760,TWNHM,4966,,SUNDANCE,SQ,,UNINCORPORATED,Multi Sty Townh,Good,1998,1320.0,672,672.0,0.0,Attached,400,4410.0,3651894,2018-04-20,510151,542254.300274957,407
R0511421,TWNHM,1124,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1445.0,0,0.0,0.0,Attached,481,2905.0,3744058,2019-10-18,390000,397392.589970953,407
R0511420,TWNHM,1130,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1557.0,0,0.0,0.0,Attached,481,1633.0,3735405,2019-09-06,365000,372792.714957552,407
R0511419,TWNHM,1136,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1368.0,0,0.0,0.0,Attached,481,1626.0,3715978,2019-05-31,358600,369711.037601509,407
R0511359,TWNHM,1142,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1557.0,0,0.0,0.0,Attached,481,1653.0,3739730,2019-09-27,360000,367685.965437586,407
R0511418,TWNHM,1148,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1368.0,0,0.0,0.0,Attached,481,1638.0,3712749,2019-05-13,352220,363133.356564426,407
R0511417,TWNHM,1154,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1445.0,0,0.0,0.0,Attached,481,2916.0,3714085,2019-05-22,391600,403733.525724347,407
R0511426,TWNHM,1160,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1445.0,0,0.0,0.0,Attached,481,2932.0,3721961,2019-06-28,384200,395175.577900855,407
R0511425,TWNHM,1166,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1557.0,0,0.0,0.0,Attached,481,1650.0,3738863,2019-09-24,350000,357472.466397653,407
R0511360,TWNHM,1172,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1368.0,0,0.0,0.0,Attached,481,1639.0,3721955,2019-06-28,354720,364853.412267026,407
R0511424,TWNHM,1178,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1557.0,0,0.0,0.0,Attached,481,1629.0,3745480,2019-10-25,348000,354596.464897158,407
R0511423,TWNHM,1184,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1368.0,0,0.0,0.0,Attached,481,1633.0,3721190,2019-06-25,361002,371314.872392932,407
R0511422,TWNHM,1190,,TELLEEN,AVE,,ERIE,Multi Sty Townh,Good,2018,1445.0,0,0.0,0.0,Attached,481,4047.0,3718748,2019-06-13,394916,406197.705680099,407
R0511330,TWNHM,1112,,TELLEEN,DR,,ERIE,Multi Sty Townh,Good,2007,1354.0,0,0.0,0.0,Attached,462,1650.0,3791123,2020-06-12,305000,305000.0,407
R0505045,TWNHM,2751,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2560.0,1728,1072.0,656.0,Attached,562,4666.0,3464425,2015-07-31,729300,988702.336251891,407
R0505046,TWNHM,2753,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2729.0,1310,954.0,356.0,Attached,473,2836.0,3463903,2015-07-30,621900,843101.580851572,407
R0505046,TWNHM,2753,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2729.0,1310,954.0,356.0,Attached,473,2836.0,3669711,2018-08-03,835000,879251.583531049,407
R0505047,TWNHM,2755,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,1969.0,1969,1163.0,806.0,Attached,539,3965.0,3465290,2015-08-05,778600,1042125.53665874,407
R0505048,TWNHM,2757,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2729.0,1310,954.0,356.0,Attached,473,2809.0,3466374,2015-08-10,661993,886051.644476406,407
R0505048,TWNHM,2757,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2729.0,1310,954.0,356.0,Attached,473,2809.0,3674728,2018-08-31,795000,837131.747194232,407
R0505049,TWNHM,2759,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2560.0,1728,1108.0,620.0,Attached,562,5028.0,3467752,2015-08-17,781100,1045471.68852317,407
R0505052,TWNHM,2815,,TIERRA RIDGE,CT,,SUPERIOR,1 Sty Townh,V Good++,2008,1946.0,1909,1226.0,683.0,Attached,539,3911.0,3696718,2019-01-31,725000,754514.719539737,407
R0505055,TWNHM,2871,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2560.0,1729,1073.0,656.0,Attached,562,6377.0,3487291,2015-11-23,839900,1081862.5711575,407
R0505056,TWNHM,2873,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2729.0,1310,954.0,356.0,Attached,473,2923.0,3487634,2015-11-24,705400,908615.141915111,407
R0505056,TWNHM,2873,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2729.0,1310,954.0,356.0,Attached,473,2923.0,3639056,2018-01-29,792000,850734.651461054,407
R0505057,TWNHM,2875,,TIERRA RIDGE,CT,,SUPERIOR,1 Sty Townh,V Good++,2015,1969.0,1969,1163.0,806.0,Attached,539,4143.0,3486609,2015-11-18,752100,968768.710284031,407
R0505058,TWNHM,2877,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2729.0,1310,954.0,356.0,Attached,473,2853.0,3486752,2015-11-19,673500,867525.231187734,407
R0505059,TWNHM,2879,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2560.0,1728,1108.0,620.0,Attached,562,4516.0,3485231,2015-11-12,832600,1072459.55083431,407
R0505060,TWNHM,2921,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2560.0,1728,1108.0,620.0,Attached,562,4485.0,3493263,2015-12-24,776900,987997.687445942,407
R0505061,TWNHM,2923,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2729.0,1310,954.0,356.0,Attached,473,2937.0,3493288,2015-12-24,657800,836536.077747382,407
R0505062,TWNHM,2925,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,1969.0,1969,1163.0,806.0,Attached,539,4106.0,3493303,2015-12-24,701100,891601.465656262,407
R0505063,TWNHM,2927,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2729.0,1310,954.0,356.0,Attached,473,2924.0,3493278,2015-12-24,657800,836536.077747382,407
R0505063,TWNHM,2927,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2729.0,1310,954.0,356.0,Attached,473,2924.0,3758273,2019-12-30,698000,707899.80206575,407
R0505064,TWNHM,2929,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2015,2560.0,1728,1404.0,324.0,Attached,562,5723.0,3493298,2015-12-24,758900,965106.764065807,407
R0505068,TWNHM,2967,,TIERRA RIDGE,CT,,SUPERIOR,Multi Sty Townh,V Good++,2014,2729.0,1310,954.0,356.0,Attached,473,2988.0,3601417,2017-06-30,825000,911866.754935797,407
R0080315,TWNHM,1201,,WARRIOR,WAY,,LAFAYETTE,Multi Sty Townh,Avg,1995,1008.0,504,0.0,504.0,Attached,220,763.0,3668819,2018-07-31,305000,321918.486885588,407
R0120863,TWNHM,1203,,WARRIOR,WAY,,LAFAYETTE,Multi Sty Townh,Avg +,1995,918.0,459,0.0,459.0,Attached,200,725.0,3462291,2015-07-24,255000,345700.117570591,407
R0120863,TWNHM,1203,,WARRIOR,WAY,,LAFAYETTE,Multi Sty Townh,Avg +,1995,918.0,459,0.0,459.0,Attached,200,725.0,3655772,2018-05-15,292000,309647.600715042,407
R0120864,TWNHM,1205,,WARRIOR,WAY,,LAFAYETTE,Multi Sty Townh,Avg +,1995,1276.0,638,638.0,0.0,Attached,220,939.0,3544042,2016-09-15,315000,368702.968221924,407
